Car_ID,Brand,Model_Year,Body_Type,Fuel_Type,Transmission,Engine_L,Horsepower,Mileage_kmpl,KM_Driven,Region,City,Selling_Price_Lakh,Profit_Lakh,Units_Sold
CAR10928,Mercedes-Benz,2020,SUV,Diesel,CVT,4.7,277,19.8,18990,Central,Mumbai,79.53,7.2,11
CAR10929,Hyundai,2018,Sedan,Hybrid,Manual,4.6,242,26.2,163773,South,Chennai,10.64,1.51,8
CAR10930,Volkswagen,2023,SUV,Petrol,DCT,2.3,171,22.4,82171,West,Indore,18.82,1.74,7
CAR10931,Volkswagen,2018,SUV,Hybrid,Manual,1.9,136,32.8,61397,East,Bengaluru,22.77,3.49,3
CAR10932,Mahindra,2023,Sedan,Diesel,AMT,4.1,238,20.0,56315,East,Bengaluru,17.7,3.5,4
CAR10933,BMW,2018,SUV,Electric,Automatic,3.8,214,29.5,14054,North,Indore,75.47,8.24,4
CAR10934,Tata,2021,Convertible,Petrol,AMT,2.9,155,22.2,170393,South,Bengaluru,21.45,4.93,4
CAR10935,Hyundai,2025,SUV,Diesel,Automatic,2.4,138,26.0,19563,North,Jaipur,16.02,3.6,7
CAR10936,Jeep,2019,SUV,Petrol,AMT,1.3,92,28.6,43326,East,Pune,27.19,2.66,10
CAR10937,Ford,2024,Sedan,Petrol,CVT,4.1,223,19.5,85076,West,Indore,18.46,2.63,1
CAR10938,Ford,2024,Hatchback,Hybrid,Automatic,3.4,233,30.9,67669,East,Hyderabad,17.5,1.76,7
CAR10939,Hyundai,2026,Sedan,Diesel,Manual,2.4,126,21.3,11996,West,Hyderabad,15.33,3.37,9
CAR10940,Kia,2018,Hatchback,Petrol,Manual,4.7,205,15.9,62601,South,Bengaluru,11.26,1.4,5
CAR10941,Mahindra,2024,Pickup,Electric,AMT,3.6,233,32.6,141421,South,Hyderabad,21.24,4.35,4
CAR10942,Hyundai,2026,Sedan,Petrol,Automatic,4.7,270,23.2,48850,East,Pune,16.99,3.2,5
CAR10943,Skoda,2024,Coupe,Diesel,Automatic,2.8,186,23.8,156519,South,Indore,29.16,3.07,10
CAR10944,Kia,2018,Hatchback,CNG,Automatic,2.7,138,27.7,68032,Central,Delhi,8.03,1.43,11
CAR10945,Honda,2025,Sedan,Diesel,Automatic,4.7,235,23.4,7340,Central,Mumbai,19.25,2.68,8
CAR10946,Honda,2018,Sedan,Electric,AMT,4.8,312,29.6,24057,East,Delhi,15.81,1.69,6
CAR10947,Jeep,2022,Sedan,Diesel,AMT,4.8,265,25.2,146752,West,Ahmedabad,27.69,3.03,8
CAR10948,Ford,2021,MUV,Electric,AMT,4.2,188,30.4,75970,North,Delhi,23.08,5.51,8
CAR10949,Jeep,2022,Pickup,Hybrid,AMT,2.7,157,27.5,176711,North,Indore,35.48,7.67,9
CAR10950,Mercedes-Benz,2022,Convertible,Hybrid,CVT,1.7,124,32.4,143049,South,Chennai,126.37,12.92,2
CAR10951,Honda,2017,Hatchback,Petrol,Automatic,2.4,136,23.5,10314,South,Bengaluru,7.65,1.19,1
CAR10952,Mercedes-Benz,2022,MUV,Hybrid,DCT,4.7,236,23.3,59684,South,Indore,122.07,20.5,4
CAR10953,Tata,2026,Hatchback,Petrol,Manual,2.3,102,32.3,131869,East,Ahmedabad,9.71,2.24,3
CAR10954,Hyundai,2021,Pickup,CNG,Automatic,4.0,197,26.4,16042,West,Hyderabad,12.1,2.86,7
CAR10955,Maruti Suzuki,2019,SUV,Petrol,AMT,4.7,322,20.1,179841,East,Jaipur,12.35,1.2,6
CAR10956,Tata,2026,Sedan,Petrol,Automatic,4.9,268,16.9,34100,East,Ahmedabad,16.53,2.79,11
CAR10957,Hyundai,2017,Hatchback,Electric,Manual,4.8,222,28.7,144495,North,Pune,10.12,1.24,9
CAR10958,Tata,2021,Hatchback,Petrol,Automatic,3.1,180,25.6,152085,South,Chennai,7.49,1.55,2
CAR10959,Jeep,2022,Sedan,Petrol,Automatic,2.9,163,18.0,93437,Central,Indore,22.82,4.67,10
CAR10960,Hyundai,2021,Pickup,Hybrid,CVT,4.9,258,21.8,145628,Central,Ahmedabad,15.95,2.49,9
CAR10961,Ford,2026,MUV,Petrol,Automatic,1.7,68,25.2,159844,North,Indore,20.09,2.18,5
CAR10962,Hyundai,2021,Pickup,Petrol,Manual,1.6,61,30.2,133514,North,Indore,14.72,2.9,1
CAR10963,Nissan,2026,Hatchback,Diesel,Automatic,4.8,291,17.4,128888,Central,Hyderabad,13.21,2.52,9
CAR10964,BMW,2017,SUV,Petrol,Automatic,3.7,235,22.4,73009,North,Chennai,52.01,8.19,3
CAR10965,Jeep,2024,Sedan,Petrol,Manual,3.1,182,22.6,56179,East,Indore,23.3,5.45,3
CAR10966,Volkswagen,2022,SUV,Petrol,Automatic,1.4,108,30.5,156851,Central,Indore,24.46,4.48,6
CAR10967,Tata,2019,Sedan,Petrol,Automatic,3.0,173,18.0,44255,West,Mumbai,8.7,1.36,1
CAR10968,Mercedes-Benz,2019,Sedan,Petrol,Manual,4.8,252,20.7,77542,East,Pune,65.33,15.63,5
CAR10969,Skoda,2024,SUV,Petrol,Automatic,3.3,201,21.5,94695,South,Pune,26.88,3.88,3
CAR10970,Toyota,2023,Hatchback,Diesel,Automatic,2.5,167,26.8,73375,West,Ahmedabad,17.95,4.17,1
CAR10971,Mercedes-Benz,2023,SUV,Diesel,AMT,3.1,231,20.1,70273,West,Indore,96.78,12.78,10
CAR10972,Hyundai,2017,SUV,Petrol,Automatic,4.5,242,19.3,109859,Central,Bengaluru,16.21,1.94,3
CAR10973,Kia,2022,Hatchback,Petrol,Manual,4.6,248,18.7,62656,East,Indore,12.95,1.48,6
CAR10974,Kia,2026,Pickup,CNG,DCT,2.5,158,26.0,178033,Central,Pune,16.38,2.28,9
CAR10975,Ford,2017,SUV,Diesel,Automatic,3.4,259,18.0,36136,West,Delhi,19.45,3.03,6
CAR10976,BMW,2021,Coupe,Petrol,Manual,2.0,190,23.5,73074,North,Hyderabad,90.23,17.49,4
CAR10977,Honda,2021,SUV,Diesel,CVT,2.7,154,23.9,152925,South,Mumbai,17.47,3.08,9
CAR10978,Volkswagen,2025,SUV,Petrol,Manual,1.7,150,23.6,88215,West,Indore,22.97,5.21,8
CAR10979,Audi,2019,SUV,Electric,AMT,3.0,191,33.8,128377,North,Ahmedabad,78.08,10.46,1
CAR10980,Volkswagen,2021,Convertible,CNG,AMT,3.2,202,21.7,118217,West,Indore,24.97,5.9,10
CAR10981,Volkswagen,2024,SUV,CNG,DCT,2.2,166,28.6,62981,South,Pune,21.54,3.83,2
CAR10982,Mahindra,2017,Sedan,Petrol,DCT,1.9,73,28.5,135224,South,Chennai,10.7,1.76,9
CAR10983,Volkswagen,2025,Hatchback,Petrol,Manual,1.4,91,28.8,46591,East,Kolkata,14.52,2.07,2
CAR10984,Tata,2025,SUV,Petrol,AMT,1.4,127,26.4,136212,Central,Indore,16.71,3.15,1
CAR10985,Volkswagen,2024,Hatchback,Petrol,Manual,3.8,208,21.6,27424,Central,Mumbai,14.44,2.51,2
CAR10986,Tata,2023,Sedan,Petrol,Automatic,1.7,87,23.4,126465,East,Jaipur,11.26,1.71,9
CAR10987,Tata,2024,Hatchback,Diesel,Automatic,1.3,32,31.8,24689,North,Kolkata,8.39,0.85,5
CAR10988,Mercedes-Benz,2024,SUV,Petrol,Manual,5.0,317,24.2,157045,Central,Hyderabad,88.71,12.35,7
CAR10989,BMW,2026,Hatchback,CNG,Manual,1.9,110,30.9,114458,Central,Pune,44.71,9.02,4
CAR10990,Maruti Suzuki,2021,SUV,Petrol,Manual,4.6,255,26.7,12079,West,Delhi,10.83,1.22,2
CAR10991,Audi,2021,MUV,Petrol,Manual,3.4,179,19.8,24043,West,Mumbai,65.16,15.1,9
CAR10992,Volkswagen,2023,Coupe,Electric,Manual,3.8,248,29.1,37798,East,Mumbai,34.84,6.94,10
CAR10993,Ford,2018,Sedan,Hybrid,CVT,3.2,162,27.2,173037,North,Ahmedabad,18.62,4.17,10
CAR10994,Hyundai,2025,SUV,Petrol,Automatic,1.6,113,25.5,108156,North,Delhi,14.96,2.59,1
CAR10995,Kia,2024,SUV,Diesel,AMT,4.4,223,26.4,53848,North,Pune,18.6,2.69,11
CAR10996,Tata,2023,SUV,Petrol,CVT,4.3,295,18.8,53441,Central,Mumbai,17.89,2.87,6
CAR10997,Kia,2020,SUV,Petrol,AMT,2.3,152,21.9,9515,North,Ahmedabad,17.5,2.07,3
CAR10998,Audi,2020,Sedan,Diesel,Automatic,4.0,193,17.7,40558,East,Indore,53.36,8.26,3
CAR10999,Jeep,2021,Pickup,Petrol,CVT,3.1,109,26.0,154682,South,Kolkata,25.32,5.19,6
CAR11000,Kia,2023,Hatchback,Diesel,AMT,4.6,279,22.0,109797,North,Bengaluru,13.55,2.16,7
CAR11001,Nissan,2024,Coupe,Petrol,AMT,4.2,280,18.5,69327,Central,Kolkata,19.49,2.53,1
CAR11002,Maruti Suzuki,2023,SUV,Hybrid,CVT,1.0,85,29.0,8712,North,Pune,14.49,2.38,6
CAR11003,Volkswagen,2026,Sedan,Hybrid,Automatic,4.5,269,22.8,65019,Central,Ahmedabad,22.87,3.97,3
CAR11004,Skoda,2026,MUV,Petrol,Automatic,4.9,291,23.4,72003,West,Pune,27.69,4.45,11
CAR11005,Honda,2024,Hatchback,Petrol,CVT,3.9,219,22.7,25758,West,Hyderabad,10.72,1.69,7
CAR11006,Skoda,2020,MUV,Diesel,Automatic,1.3,65,27.1,111263,North,Pune,17.58,3.4,5
CAR11007,Nissan,2022,SUV,Electric,CVT,4.2,246,35.0,120573,Central,Bengaluru,21.76,2.43,5
CAR11008,Kia,2021,Hatchback,Hybrid,Manual,3.5,203,34.5,179683,East,Bengaluru,9.78,2.04,10
CAR11009,Maruti Suzuki,2023,Hatchback,Hybrid,Manual,2.2,156,31.6,67788,East,Indore,8.35,1.96,8
CAR11010,Kia,2025,MUV,Petrol,Automatic,4.5,245,19.1,53296,West,Hyderabad,15.58,2.01,5
CAR11011,Mercedes-Benz,2020,Sedan,Petrol,Manual,3.2,213,20.6,149024,South,Jaipur,65.35,7.43,10
CAR11012,Maruti Suzuki,2022,Convertible,Diesel,DCT,4.4,251,18.6,66320,South,Pune,18.17,2.61,7
CAR11013,BMW,2017,MUV,Petrol,Manual,3.6,208,16.9,115358,South,Kolkata,55.3,9.38,1
CAR11014,Mercedes-Benz,2024,SUV,Hybrid,AMT,2.0,195,27.7,134063,East,Hyderabad,95.37,8.94,7
CAR11015,Kia,2021,Sedan,Petrol,Manual,4.9,311,13.1,158984,West,Pune,16.32,3.01,11
CAR11016,Nissan,2021,SUV,Petrol,DCT,3.2,243,25.6,60768,South,Mumbai,16.36,2.93,10
CAR11017,Audi,2022,Pickup,Diesel,Automatic,3.0,145,18.1,113948,South,Kolkata,59.21,8.96,1
CAR11018,Kia,2019,Hatchback,Diesel,Manual,2.5,192,29.8,27941,Central,Ahmedabad,12.25,2.15,10
CAR11019,Toyota,2022,Sedan,Diesel,Manual,1.4,75,24.4,141373,East,Delhi,14.68,2.3,11
CAR11020,Honda,2024,Sedan,Diesel,Automatic,3.7,198,26.3,12878,Central,Delhi,15.51,1.47,2
CAR11021,Toyota,2020,Sedan,CNG,DCT,2.6,89,27.7,126894,South,Mumbai,15.48,3.16,8
CAR11022,Honda,2018,MUV,Electric,DCT,4.7,267,26.0,41576,South,Hyderabad,18.84,4.1,9
CAR11023,Skoda,2020,SUV,CNG,Automatic,4.9,267,27.1,85953,South,Bengaluru,22.42,3.96,1
CAR11024,Nissan,2018,SUV,Diesel,Automatic,4.0,255,24.6,18358,East,Kolkata,15.81,2.6,10
CAR11025,Nissan,2020,Sedan,Diesel,Manual,1.8,70,23.0,125517,West,Mumbai,13.8,1.84,5
CAR11026,Toyota,2023,Hatchback,Diesel,Automatic,3.8,254,19.9,89374,East,Bengaluru,17.63,1.71,4
CAR11027,Honda,2018,Sedan,Diesel,Automatic,0.9,63,25.1,121132,South,Delhi,13.73,1.88,3
CAR11028,Mercedes-Benz,2024,Coupe,Petrol,Manual,4.3,328,19.3,65815,Central,Jaipur,99.09,9.11,6
CAR11029,Volkswagen,2019,SUV,Diesel,Automatic,2.9,159,23.4,6173,East,Kolkata,19.13,3.88,9
CAR11030,Audi,2025,Sedan,Petrol,CVT,4.7,297,17.7,106670,South,Mumbai,62.53,13.05,10
CAR11031,Kia,2024,MUV,Petrol,Manual,2.4,87,18.8,127261,North,Hyderabad,15.23,2.95,3
CAR11032,Ford,2019,Hatchback,Electric,Manual,1.9,110,35.0,121335,East,Indore,12.26,1.49,10
CAR11033,Mahindra,2022,Sedan,Petrol,Manual,5.0,259,20.1,50877,West,Jaipur,16.62,3.52,10
CAR11034,Mercedes-Benz,2018,Sedan,Diesel,Manual,3.0,154,22.2,130398,Central,Jaipur,58.57,12.33,1
CAR11035,Toyota,2017,Pickup,Diesel,Manual,4.4,229,18.5,99818,South,Kolkata,19.92,3.55,4
CAR11036,Maruti Suzuki,2026,SUV,Petrol,Automatic,4.6,255,16.2,41783,North,Chennai,12.39,2.38,1
CAR11037,Skoda,2025,SUV,CNG,Manual,3.0,159,26.0,24483,Central,Chennai,19.49,2.79,11
CAR11038,Toyota,2018,Hatchback,Petrol,AMT,2.7,137,27.7,61929,East,Chennai,11.64,1.24,6
CAR11039,Hyundai,2019,Hatchback,CNG,CVT,3.1,173,24.1,9028,North,Indore,7.81,1.71,3
CAR11040,Nissan,2018,SUV,Hybrid,DCT,4.4,296,28.6,130320,North,Mumbai,18.87,2.98,10
CAR11041,Mahindra,2020,Sedan,Petrol,Automatic,4.9,277,18.4,7645,East,Jaipur,13.13,2.98,8
CAR11042,Nissan,2019,Pickup,Petrol,Manual,2.2,150,25.5,13474,West,Indore,13.04,2.7,11
CAR11043,Hyundai,2020,MUV,Petrol,Manual,3.9,178,18.4,32684,South,Jaipur,13.15,2.55,9
CAR11044,Audi,2022,SUV,Petrol,Manual,2.0,124,24.1,62061,South,Pune,59.38,9.09,11
CAR11045,Mahindra,2018,MUV,Petrol,DCT,3.4,205,21.8,8481,West,Jaipur,17.26,2.71,3
CAR11046,Ford,2025,Pickup,CNG,DCT,4.2,240,23.4,115227,Central,Delhi,20.84,2.99,3
CAR11047,BMW,2024,SUV,Petrol,Automatic,4.5,251,20.2,28169,East,Jaipur,72.68,8.52,1
CAR11048,Tata,2024,SUV,Electric,Automatic,2.7,197,35.0,145560,East,Hyderabad,19.95,4.23,4
CAR11049,Mahindra,2018,Pickup,Petrol,Automatic,2.4,119,30.8,102855,South,Indore,10.64,1.37,7
CAR11050,Honda,2024,Sedan,CNG,Manual,1.9,85,31.3,19583,North,Delhi,15.41,2.16,7
CAR11051,Kia,2025,Convertible,Petrol,DCT,1.4,89,20.9,75047,North,Indore,28.06,6.4,8
CAR11052,Audi,2018,Hatchback,Diesel,Manual,2.3,127,28.0,29544,Central,Hyderabad,44.31,8.34,9
CAR11053,Kia,2024,SUV,Diesel,Automatic,4.5,259,18.6,176630,North,Mumbai,22.13,5.22,9
CAR11054,Jeep,2020,MUV,Petrol,Automatic,2.6,129,29.8,108692,Central,Hyderabad,27.25,6.17,6
CAR11055,Honda,2024,SUV,Electric,Manual,2.1,114,35.0,146521,South,Delhi,28.05,5.54,4
CAR11056,Jeep,2021,SUV,Petrol,Automatic,3.9,230,19.1,70518,West,Delhi,25.61,5.21,5
CAR11057,Hyundai,2025,SUV,Diesel,CVT,1.7,146,28.1,30685,Central,Hyderabad,17.17,1.8,10
CAR11058,Maruti Suzuki,2018,Hatchback,Diesel,Manual,1.9,111,23.7,46109,West,Jaipur,5.82,0.62,9
CAR11059,Hyundai,2020,Sedan,Diesel,Automatic,4.7,282,18.7,77938,West,Mumbai,15.23,2.34,11
CAR11060,Mercedes-Benz,2019,Sedan,Petrol,Automatic,1.1,73,29.4,139843,South,Bengaluru,50.02,6.49,6
CAR11061,Maruti Suzuki,2019,SUV,Petrol,Manual,2.5,147,27.3,80419,East,Chennai,8.2,0.74,9
CAR11062,Mahindra,2020,SUV,Petrol,Manual,3.2,160,25.0,167510,West,Hyderabad,15.2,2.71,5
CAR11063,Ford,2020,Sedan,Petrol,Manual,1.8,76,25.9,68370,East,Delhi,15.3,2.47,1
CAR11064,Mahindra,2018,Convertible,Petrol,Manual,2.0,93,32.7,45817,North,Pune,15.99,2.28,9
CAR11065,Maruti Suzuki,2024,Sedan,CNG,Automatic,1.7,75,29.8,91728,Central,Kolkata,8.33,0.85,1
CAR11066,Audi,2022,SUV,Diesel,CVT,2.2,171,19.9,24449,North,Indore,76.03,9.16,7
CAR11067,Skoda,2025,Sedan,Diesel,AMT,4.6,277,14.7,122228,Central,Chennai,23.73,5.47,11
CAR11068,Tata,2024,Hatchback,Petrol,DCT,2.6,198,28.2,22665,Central,Kolkata,9.05,1.2,1
CAR11069,Audi,2018,MUV,Petrol,Automatic,2.6,124,23.5,117155,North,Delhi,51.37,10.39,9
CAR11070,Toyota,2017,SUV,Diesel,AMT,2.4,197,24.7,71945,West,Indore,24.39,4.92,10
CAR11071,Mahindra,2021,Hatchback,Petrol,Automatic,4.8,304,16.9,67492,West,Jaipur,9.95,1.57,7
CAR11072,BMW,2021,Pickup,Petrol,Manual,1.3,66,25.5,111897,South,Chennai,62.27,8.44,8
CAR11073,Maruti Suzuki,2019,Coupe,Diesel,Manual,4.5,294,16.8,128382,Central,Kolkata,15.41,3.33,10
CAR11074,Kia,2024,MUV,Diesel,Automatic,2.2,152,26.1,167568,North,Jaipur,21.02,4.05,9
CAR11075,Kia,2022,Convertible,CNG,AMT,4.8,263,23.2,55659,South,Bengaluru,20.21,2.68,1
CAR11076,Ford,2024,Pickup,Petrol,Automatic,2.1,112,26.3,147086,Central,Bengaluru,17.26,3.75,9
CAR11077,Mahindra,2018,Sedan,Diesel,Manual,1.1,45,28.4,151206,West,Bengaluru,11.27,1.27,9
CAR11078,Ford,2025,SUV,Petrol,DCT,3.0,131,21.5,179245,North,Ahmedabad,23.72,4.07,3
CAR11079,Hyundai,2019,SUV,Petrol,Manual,1.8,126,21.3,173765,North,Bengaluru,14.33,2.18,8
CAR11080,Nissan,2021,Sedan,Hybrid,DCT,4.0,202,22.8,143330,South,Delhi,19.51,4.45,10
CAR11081,Skoda,2021,Sedan,Petrol,CVT,3.6,171,30.4,56578,North,Mumbai,15.85,1.53,10
CAR11082,Jeep,2025,Hatchback,Diesel,CVT,3.7,214,25.6,126550,North,Indore,19.95,2.07,10
CAR11083,Jeep,2019,SUV,Petrol,AMT,1.6,77,30.2,142320,East,Jaipur,21.07,4.46,9
CAR11084,Volkswagen,2019,MUV,Petrol,Manual,3.8,229,18.9,56003,North,Indore,20.75,2.92,2
CAR11085,BMW,2020,MUV,CNG,Automatic,2.1,128,30.0,147349,South,Bengaluru,54.97,6.65,6
CAR11086,Nissan,2020,Sedan,Petrol,AMT,5.0,265,15.6,127833,South,Kolkata,11.81,2.62,3
CAR11087,Nissan,2018,Sedan,Electric,AMT,3.9,213,28.7,90883,Central,Kolkata,13.86,2.13,1
CAR11088,Jeep,2018,SUV,Petrol,Manual,3.3,177,20.3,155805,Central,Hyderabad,21.56,2.42,3
CAR11089,Tata,2019,SUV,CNG,Manual,4.4,286,28.4,20355,Central,Delhi,11.36,1.86,11
CAR11090,Ford,2021,Pickup,Petrol,Automatic,3.3,186,24.6,124681,South,Hyderabad,17.31,1.76,7
CAR11091,Kia,2020,Convertible,Petrol,Automatic,3.1,177,19.6,142581,East,Delhi,20.41,4.75,9
CAR11092,Hyundai,2020,Pickup,Hybrid,Automatic,1.8,112,31.7,12064,East,Bengaluru,15.36,1.57,6
CAR11093,Nissan,2024,Coupe,Petrol,CVT,3.6,217,23.6,76308,Central,Bengaluru,20.39,1.9,4
CAR11094,Audi,2019,Pickup,Petrol,AMT,2.4,94,22.5,95480,West,Pune,46.35,10.04,6
CAR11095,Mercedes-Benz,2026,SUV,CNG,Automatic,1.0,104,32.8,41412,Central,Jaipur,72.72,12.75,11
CAR11096,Honda,2024,Hatchback,Diesel,Manual,4.2,248,21.1,158884,East,Pune,13.36,1.96,4
CAR11097,Nissan,2018,Hatchback,Hybrid,Automatic,1.0,42,35.0,114663,Central,Kolkata,9.35,0.99,4
CAR11098,Maruti Suzuki,2020,Sedan,Diesel,Automatic,3.6,208,22.1,53137,West,Hyderabad,9.28,2.01,10
CAR11099,Toyota,2018,Sedan,Electric,Manual,1.5,114,35.0,81464,West,Hyderabad,19.26,3.66,5
CAR11100,Hyundai,2019,Hatchback,Electric,Manual,2.6,171,34.1,24603,West,Mumbai,12.29,1.48,10
CAR11101,Kia,2020,Pickup,Diesel,Automatic,4.4,228,16.0,20325,South,Indore,19.24,3.43,11
CAR11102,Kia,2018,Hatchback,Petrol,Manual,1.2,29,22.4,135626,West,Indore,9.57,1.43,1
CAR11103,Skoda,2017,Pickup,Petrol,Automatic,3.6,165,21.0,177143,South,Bengaluru,16.77,2.62,8
CAR11104,Ford,2021,MUV,Diesel,Manual,3.4,179,24.3,53439,West,Mumbai,21.11,1.98,2
CAR11105,Mercedes-Benz,2024,SUV,Electric,Manual,4.4,304,27.3,47815,South,Mumbai,118.1,25.84,10
CAR11106,Ford,2020,SUV,Diesel,Manual,1.5,89,27.2,124683,West,Pune,19.39,1.9,2
CAR11107,BMW,2025,Sedan,Petrol,Automatic,4.2,216,22.3,94418,East,Delhi,58.7,9.12,10
CAR11108,Skoda,2020,SUV,Petrol,Automatic,2.7,158,18.0,29401,West,Mumbai,17.77,1.85,9
CAR11109,Jeep,2026,Hatchback,Diesel,Automatic,2.6,130,22.9,121775,South,Pune,23.42,5.21,6
CAR11110,Toyota,2019,Pickup,Electric,Manual,2.3,126,35.0,41716,West,Mumbai,22.82,3.28,3
CAR11111,Tata,2022,Sedan,Petrol,DCT,2.4,100,25.9,25140,Central,Delhi,13.45,1.53,3
CAR11112,BMW,2024,Sedan,Diesel,Automatic,3.0,192,17.2,86243,North,Delhi,68.51,8.36,5
CAR11113,Ford,2017,SUV,Hybrid,Automatic,1.2,87,35.0,134396,South,Ahmedabad,18.44,4.4,10
CAR11114,Mercedes-Benz,2026,SUV,CNG,Automatic,2.6,230,26.5,96201,West,Chennai,104.34,17.96,10
CAR11115,Ford,2020,SUV,Petrol,CVT,3.5,188,23.7,118450,Central,Bengaluru,14.0,3.12,6
CAR11116,Kia,2021,SUV,CNG,CVT,2.9,224,26.0,46643,West,Pune,18.93,4.11,3
CAR11117,Jeep,2023,Hatchback,Diesel,Automatic,1.5,117,26.2,91406,East,Mumbai,15.23,2.04,7
CAR11118,Volkswagen,2023,SUV,Hybrid,AMT,2.3,141,29.9,129764,South,Hyderabad,25.86,2.5,10
CAR11119,Mahindra,2017,Sedan,Petrol,Manual,2.7,139,23.5,97457,Central,Kolkata,11.91,1.73,6
CAR11120,Kia,2025,Sedan,Diesel,Automatic,3.6,175,19.7,46935,Central,Pune,18.44,4.14,10
CAR11121,Toyota,2023,Hatchback,Diesel,Automatic,4.6,230,18.3,172089,Central,Pune,14.07,2.86,1
CAR11122,Honda,2026,Sedan,Petrol,Manual,3.1,170,19.0,16782,South,Pune,13.89,2.54,6
CAR11123,Mercedes-Benz,2021,Sedan,Diesel,DCT,3.6,199,22.8,164407,East,Bengaluru,65.34,14.45,1
CAR11124,BMW,2023,SUV,Diesel,CVT,1.1,45,27.9,131797,South,Mumbai,71.46,8.06,7
CAR11125,Nissan,2021,Hatchback,Diesel,Manual,4.8,321,13.6,24597,Central,Hyderabad,9.35,1.97,7
CAR11126,Nissan,2025,Hatchback,Petrol,DCT,2.1,109,27.9,49659,Central,Delhi,10.59,2.34,4
CAR11127,Nissan,2025,SUV,Diesel,Manual,2.3,153,24.0,69531,North,Kolkata,16.01,2.1,9
CAR11128,Tata,2026,Hatchback,Petrol,Automatic,1.7,78,26.4,172581,South,Pune,9.37,2.07,11
CAR11129,Volkswagen,2022,SUV,CNG,CVT,1.2,84,34.4,95435,East,Jaipur,17.63,3.15,6
CAR11130,Tata,2024,Pickup,CNG,Manual,4.1,217,26.1,50165,East,Pune,15.74,2.56,5
CAR11131,Hyundai,2020,SUV,Petrol,Automatic,1.8,124,29.2,165995,East,Indore,13.71,3.13,3
CAR11132,Mahindra,2021,Pickup,Petrol,Automatic,2.0,110,24.3,25650,South,Hyderabad,15.7,2.46,1
CAR11133,Maruti Suzuki,2024,Hatchback,Petrol,Manual,1.6,108,29.3,147898,West,Kolkata,6.77,1.14,5
CAR11134,Maruti Suzuki,2017,Hatchback,Diesel,Automatic,4.9,275,18.6,150370,Central,Bengaluru,5.37,0.75,5
CAR11135,Tata,2024,MUV,CNG,Manual,4.1,243,26.7,72634,Central,Pune,13.3,2.75,9
CAR11136,Toyota,2017,MUV,Diesel,Automatic,4.7,258,19.9,12546,East,Jaipur,19.67,3.67,10
CAR11137,Mahindra,2022,Coupe,Petrol,Manual,4.4,283,23.2,160086,Central,Chennai,21.03,2.97,2
CAR11138,Audi,2021,Hatchback,Petrol,Manual,4.6,247,21.1,174298,West,Delhi,37.4,8.78,2
CAR11139,Maruti Suzuki,2021,MUV,Petrol,AMT,2.8,179,22.0,71177,North,Delhi,8.43,1.88,7
CAR11140,Volkswagen,2021,Sedan,Electric,Manual,1.5,91,35.0,37503,West,Pune,21.92,4.33,5
CAR11141,Skoda,2021,Sedan,Diesel,Automatic,2.2,117,24.6,52458,South,Pune,16.83,3.77,8
CAR11142,Audi,2021,Hatchback,Diesel,AMT,2.0,105,22.9,28875,West,Mumbai,43.83,10.26,4
CAR11143,Skoda,2021,Pickup,Petrol,AMT,3.8,206,17.7,111731,West,Delhi,17.33,1.59,5
CAR11144,Nissan,2022,Hatchback,CNG,Manual,0.9,50,26.5,95753,Central,Pune,7.27,1.25,5
CAR11145,Mercedes-Benz,2024,Coupe,Petrol,CVT,1.4,111,22.0,67282,Central,Chennai,100.28,16.04,7
CAR11146,Kia,2022,SUV,Electric,AMT,3.7,215,35.0,118866,Central,Kolkata,22.26,4.49,1
CAR11147,Kia,2023,MUV,CNG,Automatic,1.3,91,29.9,113921,East,Bengaluru,17.94,4.28,10
CAR11148,Maruti Suzuki,2025,SUV,Diesel,AMT,1.0,101,33.3,6968,East,Ahmedabad,11.43,1.46,4
CAR11149,Mahindra,2026,Coupe,CNG,AMT,1.3,151,33.1,76694,East,Ahmedabad,20.62,2.71,3
CAR11150,Nissan,2018,Hatchback,Petrol,Automatic,3.7,188,21.0,156115,Central,Delhi,9.19,0.86,8
CAR11151,Audi,2024,Hatchback,Hybrid,Automatic,1.4,94,29.1,144259,South,Delhi,45.04,10.67,2
CAR11152,Kia,2019,SUV,Petrol,AMT,1.4,54,26.7,154604,East,Hyderabad,13.42,2.94,7
CAR11153,Hyundai,2018,Sedan,Diesel,DCT,1.8,120,31.4,172004,West,Pune,11.63,1.55,1
CAR11154,Skoda,2024,Hatchback,Petrol,Automatic,4.0,184,25.1,15745,North,Mumbai,12.84,2.45,3
CAR11155,Mercedes-Benz,2017,Hatchback,Petrol,CVT,1.6,63,27.0,52304,West,Mumbai,36.3,8.36,8
CAR11156,Volkswagen,2025,Sedan,Petrol,AMT,0.9,58,24.4,85393,South,Pune,21.3,4.15,5
CAR11157,Honda,2024,Hatchback,Petrol,CVT,4.6,237,16.1,94251,South,Kolkata,14.33,3.25,10
CAR11158,Nissan,2026,Hatchback,Diesel,DCT,4.5,229,16.6,142594,West,Mumbai,13.41,1.53,4
CAR11159,Audi,2023,Pickup,Diesel,Manual,1.6,76,30.0,131775,North,Pune,68.23,7.4,8
CAR11160,Audi,2025,Sedan,Petrol,Manual,1.9,123,30.3,128588,North,Delhi,50.78,7.34,1
